userID	responseGiven	reactionTime	correctResp	primeShift	trialNum	blank0_duration	prime_duration	blank1_duration	target_duration	blank2_duration	mask_duration	blank3_duration	accuracyScore
685	306	2377	277	45	0	501	5000	0	101	99	101	98	67.700
685	244	3178	247	-45	1	500	5001	0	101	99	101	98	96.600
685	318	2542	307	-45	2	502	4999	0	102	98	101	98	87.700
685	185	3110	187	-45	3	500	5002	0	101	99	100	99	97.700
685	101	5477	127	45	4	501	5000	0	100	101	100	98	71.100
685	177	4253	157	-45	5	502	4999	0	100	99	101	100	77.700
685	40	2775	37	45	6	502	5008	0	100	101	99	98	96.600
685	11	4877	337	45	7	501	5000	0	100	99	101	101	62.200
685	69	4716	97	-45	8	502	4999	0	99	101	100	101	68.800
685	212	3222	217	45	9	502	4999	0	99	101	100	100	94.400
685	48	3603	67	-45	10	503	4999	0	98	101	100	101	78.800
685	2	2768	7	45	11	500	5002	0	99	101	99	100	94.400
686	257	4231	277	45	0	505	5008	0	110	93	94	93	77.700
686	247	6403	247	-45	1	508	4992	1	109	94	108	94	100.000
686	321	3273	307	-45	2	501	5007	1	94	110	93	108	84.400
686	188	5949	187	-45	3	502	5008	0	93	110	93	109	98.800
686	117	4239	127	45	4	501	5008	0	94	110	92	109	88.800
686	99	6059	157	-45	5	504	5008	0	94	109	93	94	35.500
686	53	3408	37	45	6	504	5008	1	94	109	92	95	82.200
686	338	4719	337	45	7	506	5007	0	108	94	94	94	98.800
686	111	4576	97	-45	8	507	5008	0	109	93	93	94	84.400
686	197	3877	217	45	9	511	4992	0	97	93	109	106	77.700
686	56	4063	67	-45	10	504	5010	1	109	93	94	94	87.700
686	353	4190	7	45	11	506	5007	0	94	108	94	94	84.400
687	234	3833	277	45	0	507	4999	0	99	101	100	101	52.200
687	288	4134	247	-45	1	501	5000	0	99	101	100	99	54.400
687	354	5499	307	-45	2	503	4998	0	98	101	100	101	47.700
687	194	5239	187	-45	3	501	5001	0	100	99	100	101	92.200
687	115	3571	127	45	4	500	5001	0	100	101	100	99	86.600
687	115	2692	157	-45	5	501	4999	0	102	98	102	98	53.300
687	36	4138	37	45	6	501	4999	0	98	101	101	101	98.800
687	345	5097	337	45	7	500	5002	0	101	99	100	100	91.100
687	118	3405	97	-45	8	500	5000	0	101	98	102	99	76.600
687	239	3924	217	45	9	502	5000	0	100	99	100	101	75.500
687	137	2709	67	-45	10	500	5002	0	101	99	100	99	22.200
687	347	4786	7	45	11	501	5001	0	101	99	100	99	77.700
690	306	4002	277	45	0	500	5001	0	100	100	100	100	67.700
690	281	4014	247	-45	1	500	5000	0	101	99	101	99	62.200
690	301	5620	307	-45	2	500	5001	0	100	99	100	100	93.300
690	216	4610	187	-45	3	500	5000	0	100	99	101	100	67.700
690	139	4867	127	45	4	500	5000	0	101	99	101	99	86.600
690	168	4405	157	-45	5	501	5001	0	100	100	100	100	87.700
690	336	5428	37	45	6	500	5002	0	100	100	100	100	32.200
690	355	3398	337	45	7	501	5000	0	102	100	100	100	80.000
690	134	2954	97	-45	8	501	5000	0	100	100	100	100	58.800
690	173	6228	217	45	9	501	5000	0	100	100	100	100	51.100
690	166	3674	67	-45	10	502	5001	0	100	100	100	100	-10.000
690	309	3325	7	45	11	500	5001	0	100	100	100	100	35.500
692	257	2405	277	45	0	502	5000	0	100	100	100	100	77.700
692	276	2398	247	-45	1	501	5001	0	100	99	100	101	67.700
692	326	2055	307	-45	2	502	5000	0	99	100	100	100	78.800
692	190	2417	187	-45	3	501	5001	0	100	100	100	101	96.600
692	123	3030	127	45	4	501	5001	0	100	101	99	100	95.500
692	180	2365	157	-45	5	501	5000	0	100	100	100	100	74.400
692	40	4168	37	45	6	501	5000	0	100	99	100	100	96.600
692	326	2480	337	45	7	501	5001	0	99	100	100	101	87.700
692	177	3827	97	-45	8	501	5001	0	100	100	100	100	11.100
692	228	2542	217	45	9	500	5001	0	100	99	101	101	87.700
692	102	2139	67	-45	10	501	5001	0	101	100	99	100	61.100
692	10	2598	7	45	11	501	5000	0	100	100	100	100	96.600
695	268	3991	277	45	0	501	5001	0	101	100	99	98	90.000
695	263	5213	247	-45	1	502	5000	0	98	101	99	102	82.200
695	310	2910	307	-45	2	502	4996	0	99	99	101	102	96.600
695	185	3860	187	-45	3	502	5000	0	98	101	100	101	97.700
695	126	4032	127	45	4	501	5000	0	100	99	101	100	98.800
695	85	3923	157	-45	5	501	5002	0	101	100	99	99	20.000
695	27	4382	37	45	6	502	4999	0	99	101	100	100	88.800
695	15	4740	337	45	7	502	5000	0	98	101	100	101	57.700
695	82	2981	97	-45	8	502	5013	0	99	100	101	100	83.300
695	222	3403	217	45	9	500	5002	0	99	101	99	101	94.400
695	85	5404	67	-45	10	501	5001	0	99	101	99	101	80.000
695	22	3913	7	45	11	500	5002	0	101	99	100	98	83.300
694	288	2581	277	45	0	501	5000	0	100	100	100	100	87.700
694	275	3420	247	-45	1	501	5001	0	100	98	101	101	68.800
694	307	3254	307	-45	2	503	5000	0	102	98	100	98	100.000
694	61	2456	187	-45	3	502	4999	0	99	101	100	101	-40.000
694	117	3742	127	45	4	501	5000	0	99	100	100	100	88.800
694	127	3463	157	-45	5	502	4999	0	101	98	101	100	66.600
694	45	2901	37	45	6	502	5000	0	99	101	100	101	91.100
694	20	2573	337	45	7	501	4999	0	101	98	102	100	52.200
694	139	2589	97	-45	8	502	4999	0	102	98	101	99	53.300
694	191	2872	217	45	9	503	5001	0	101	98	99	100	71.100
694	120	3697	67	-45	10	500	5002	0	102	99	99	99	41.100
694	99	2757	7	45	11	501	5000	0	99	99	102	101	-2.300
702	286	5069	277	45	0	501	5000	0	100	100	100	100	90.000
702	240	4474	247	-45	1	500	5001	0	101	99	100	100	92.200
702	340	7258	307	-45	2	500	5001	0	101	99	100	99	63.300
702	205	5856	187	-45	3	500	5000	0	100	99	101	100	80.000
702	139	4153	127	45	4	500	5000	0	101	99	101	99	86.600
702	139	3393	157	-45	5	500	5000	0	100	99	101	100	80.000
702	58	4087	37	45	6	501	5000	0	100	100	100	100	76.600
702	340	5080	337	45	7	501	5000	0	100	100	100	99	96.600
702	146	4848	97	-45	8	502	5000	0	101	100	100	98	45.500
702	273	6424	217	45	9	501	5000	0	100	100	100	99	37.700
702	51	3123	67	-45	10	500	5001	0	100	100	100	100	82.200
702	0	3434	7	45	11	500	5000	0	100	99	101	100	92.200
706	304	3485	277	45	0	501	5000	0	100	100	101	100	70.000
706	185	7010	247	-45	1	501	5000	0	100	100	100	100	31.100
706	239	5538	307	-45	2	500	5000	2	101	99	100	99	24.400
706	80	4537	187	-45	3	500	5001	0	100	100	100	100	-18.900
706	80	5575	127	45	4	502	5000	0	100	100	100	100	47.700
706	149	5314	157	-45	5	500	5000	0	100	100	101	99	91.100
706	32	3324	37	45	6	501	5000	0	100	100	100	99	94.400
706	4	4116	337	45	7	501	5000	0	100	99	101	100	70.000
706	120	3905	97	-45	8	500	5000	0	101	99	101	100	74.400
706	198	6430	217	45	9	500	5000	0	101	99	101	99	78.800
706	77	6655	67	-45	10	501	5001	0	100	100	100	99	88.800
706	318	6480	7	45	11	501	5001	0	100	100	100	100	45.500
705	257	3233	277	45	0	502	4999	0	101	100	100	100	77.700
705	231	4381	247	-45	1	501	5001	0	100	102	98	99	82.200
705	333	3111	307	-45	2	502	4999	0	100	101	100	99	71.100
705	171	6878	187	-45	3	500	5000	0	100	100	101	101	82.200
705	126	6930	127	45	4	500	5000	0	101	99	101	100	98.800
705	151	2897	157	-45	5	502	4999	0	99	102	99	101	93.300
705	37	2381	37	45	6	501	4999	0	101	99	101	101	100.000
705	1	3755	337	45	7	501	5000	0	100	100	101	99	73.300
705	73	3503	97	-45	8	501	5000	0	100	102	99	100	73.300
705	218	3124	217	45	9	501	5000	0	100	102	99	99	98.800
705	68	4448	67	-45	10	502	4997	0	99	102	99	100	98.800
705	32	3409	7	45	11	502	4999	0	101	100	100	99	72.200
700	260	3603	277	45	0	502	5000	0	100	100	100	100	81.100
700	224	4780	247	-45	1	500	5001	0	100	100	100	100	74.400
