userID	responseGiven	reactionTime	correctResp	primeShift	trialNum	blank0_duration	prime_duration	blank1_duration	target_duration	blank2_duration	mask_duration	blank3_duration	accuracyScore
685	70	5230	64	45	0	501	5000	0	401	199	0	99	93.300
685	258	3792	214	-45	1	501	5001	0	400	201	0	98	51.100
685	172	5001	154	45	2	501	5000	0	401	200	0	100	80.000
685	254	4221	244	-45	3	502	5000	0	400	200	0	98	88.800
685	195	4956	184	45	4	501	5000	0	401	199	0	101	87.700
685	131	4269	124	45	5	501	5001	0	396	198	0	100	92.200
685	35	2766	34	-45	6	501	5001	0	401	199	0	98	98.800
685	79	3847	94	45	7	501	5001	0	399	200	0	101	83.300
685	19	3933	4	-45	8	501	5000	0	402	199	0	98	83.300
685	350	2312	334	-45	9	502	5000	0	401	199	0	99	82.200
685	265	2538	304	45	10	502	4999	0	400	201	0	99	56.600
685	264	2792	274	-45	11	501	4999	0	400	200	0	101	88.800
686	44	3553	64	45	0	502	5008	0	392	202	0	116	77.700
686	232	4956	214	-45	1	512	4992	0	405	203	0	93	80.000
686	149	5597	154	45	2	514	4992	0	405	202	1	94	94.400
686	244	3997	244	-45	3	514	4992	0	405	202	1	93	100.000
686	159	5656	184	45	4	504	4997	0	406	201	0	93	72.200
686	93	3322	124	45	5	514	4993	0	406	202	0	93	65.500
686	29	4959	34	-45	6	504	5007	1	390	202	0	109	94.400
686	79	5478	94	45	7	514	4992	0	405	202	1	94	83.300
686	1	2795	4	-45	8	508	5024	0	405	171	0	95	96.600
686	331	4928	334	-45	9	510	4992	0	405	202	1	94	96.600
686	282	3617	304	45	10	514	4992	0	406	202	0	94	75.500
686	272	5636	274	-45	11	507	5008	0	406	187	0	93	97.700
687	49	3421	64	45	0	502	4999	0	401	200	0	99	83.300
687	233	3986	214	-45	1	500	5000	0	400	201	0	100	78.800
687	170	3058	154	45	2	500	5000	0	399	202	0	101	82.200
687	246	3432	244	-45	3	501	4999	0	400	201	0	100	97.700
687	117	2896	184	45	4	501	5000	0	399	200	0	102	25.500
687	123	3979	124	45	5	501	4999	0	401	201	0	98	98.800
687	34	3051	34	-45	6	501	5001	0	401	200	0	99	100.000
687	116	4241	94	45	7	500	5001	0	399	200	0	102	75.500
687	13	2968	4	-45	8	500	5001	0	399	200	0	102	90.000
687	315	2305	334	-45	9	501	5001	0	400	199	0	101	78.800
687	303	4672	304	45	10	501	4999	0	400	202	0	99	98.800
687	278	3666	274	-45	11	501	5000	0	401	200	0	99	95.500
692	119	2350	64	45	0	502	5000	1	400	199	0	100	38.800
692	228	3162	214	-45	1	501	5000	0	400	201	0	99	84.400
692	147	3540	154	45	2	502	5000	0	400	199	1	100	92.200
692	275	2401	244	-45	3	501	5001	0	398	201	0	100	65.500
692	159	2034	184	45	4	501	5000	1	400	199	0	99	72.200
692	130	3214	124	45	5	501	5001	0	399	200	0	101	93.300
