userID	responseGiven	reactionTime	correctResp	primeShift	trialNum	blank0_duration	prime_duration	blank1_duration	target_duration	blank2_duration	mask_duration	blank3_duration	accuracyScore
786	345	2617	347	-45	0	500	50	0	49	200	101	100	97.700
786	315	2617	257	45	1	500	50	3	50	201	98	99	35.500
786	291	2312	317	-45	2	500	50	0	49	200	101	101	71.100
786	115	2699	77	45	3	501	49	0	49	201	100	101	57.700
786	26	2051	47	45	4	501	49	0	50	200	100	100	76.600
786	240	3168	197	45	5	500	50	0	50	200	101	100	52.200
786	88	2070	107	-45	6	500	50	0	49	201	100	101	78.800
786	130	2094	137	45	7	500	50	0	49	200	101	101	92.200
786	230	3722	167	-45	8	500	50	0	50	200	100	100	30.000
786	61	2664	17	45	9	500	50	0	49	200	101	101	51.100
786	292	2494	287	-45	10	500	50	0	50	200	100	101	94.400
786	285	3189	227	-45	11	500	50	0	50	200	101	99	35.500
782	8	2437	347	-45	0	501	49	0	51	200	100	101	76.600
782	229	2529	257	45	1	501	49	0	50	199	102	101	68.800
782	279	2452	317	-45	2	502	48	0	48	201	101	101	57.700
782	75	2874	77	45	3	501	49	0	51	199	102	98	97.700
782	21	2949	47	45	4	501	50	0	49	200	100	102	71.100
782	264	3097	197	45	5	501	49	0	51	200	101	98	25.500
782	91	3325	107	-45	6	501	50	0	50	199	101	100	82.200
782	106	2256	137	45	7	502	50	0	51	201	98	98	65.500
782	117	3341	167	-45	8	500	51	0	50	201	99	101	44.400
782	33	3974	17	45	9	500	50	0	50	201	100	100	82.200
782	285	2209	287	-45	10	501	50	0	49	201	100	101	97.700
782	246	2913	227	-45	11	501	50	0	50	200	101	99	78.800
827	0	2316	347	-45	0	501	50	1	49	201	99	100	85.500
827	281	2032	257	45	1	502	50	0	51	199	100	100	73.300
827	326	2168	317	-45	2	501	51	0	49	201	99	100	90.000
827	100	2154	77	45	3	501	49	0	51	199	101	100	74.400
827	22	2257	47	45	4	501	51	0	51	200	99	99	72.200
827	129	2279	197	45	5	501	50	0	50	200	100	100	24.400
827	71	2763	107	-45	6	501	50	1	50	200	99	100	60.000
827	127	2593	137	45	7	501	49	0	51	199	101	99	88.800
827	102	2008	167	-45	8	501	49	1	51	199	100	100	27.700
827	27	2347	17	45	9	500	51	0	51	199	100	100	88.800
827	287	2311	287	-45	10	501	50	0	51	199	100	99	100.000
827	179	5417	227	-45	11	501	49	0	50	200	101	99	46.600
837	343	2156	347	-45	0	501	50	0	50	200	100	100	95.500
837	234	3010	257	45	1	501	49	0	51	199	101	99	74.400
837	313	2176	317	-45	2	501	49	0	51	199	101	99	95.500
837	52	2597	77	45	3	500	50	0	51	199	101	99	72.200
837	36	3361	47	45	4	501	50	0	50	199	101	100	87.700
837	227	2307	197	45	5	500	50	0	50	199	101	100	66.600
837	71	3116	107	-45	6	501	49	0	51	199	101	99	60.000
837	108	2423	137	45	7	500	50	0	51	199	101	99	67.700
837	152	3464	167	-45	8	500	50	0	50	200	100	100	83.300
837	11	2420	17	45	9	502	49	0	51	199	101	99	93.300
837	294	2040	287	-45	10	501	50	0	50	200	100	100	92.200
837	298	3039	227	-45	11	500	51	0	50	200	100	100	21.100
844	306	3430	347	-45	0	501	50	0	52	198	101	98	54.400
844	265	2633	257	45	1	500	52	0	51	201	98	99	91.100
844	293	2498	317	-45	2	502	51	0	49	201	99	101	73.300
844	104	2599	77	45	3	501	51	0	52	200	98	99	70.000
844	50	3672	47	45	4	500	52	0	52	198	100	98	96.600
844	222	2536	197	45	5	500	52	0	51	199	99	100	72.200
844	66	2476	107	-45	6	501	51	0	49	201	99	101	54.400
844	137	3272	137	45	7	501	51	0	52	198	100	99	100.000
844	136	2517	167	-45	8	500	52	0	51	199	99	99	65.500
844	78	3284	17	45	9	501	50	0	52	198	101	99	32.200
844	312	2357	287	-45	10	501	49	0	49	201	100	101	72.200
844	253	2992	227	-45	11	501	50	0	50	200	100	100	71.100
841	218	2562	347	-45	0	502	50	0	50	201	100	99	-43.400
841	263	2967	257	45	1	501	50	0	50	200	100	99	93.300
841	323	2708	317	-45	2	501	50	0	49	201	99	101	93.300
841	28	2933	77	45	3	501	49	1	49	201	99	102	45.500
841	55	2673	47	45	4	505	47	0	50	201	99	101	91.100
841	119	4108	197	45	5	501	51	0	50	201	100	99	13.300
841	72	2782	107	-45	6	501	49	0	49	200	101	102	61.100
841	160	2959	137	45	7	500	50	0	49	200	101	100	74.400
841	170	3044	167	-45	8	500	50	0	50	201	100	101	96.600
841	278	3724	17	45	9	501	50	0	49	200	100	102	-10.000
841	248	3220	287	-45	10	503	53	0	48	203	95	104	56.600
841	262	3855	227	-45	11	501	50	0	49	199	102	99	61.100
859	349	2907	347	-45	0	501	49	0	50	199	101	101	97.700
859	342	4880	257	45	1	500	50	0	50	200	101	101	5.500
859	358	7615	317	-45	2	502	49	0	49	200	101	101	54.400
859	116	4667	77	45	3	500	50	0	49	201	100	101	56.600
859	1	4062	47	45	4	505	49	2	50	200	99	100	48.800
859	226	5321	197	45	5	501	49	0	49	200	101	101	67.700
859	125	6684	107	-45	6	501	50	0	50	200	100	100	80.000
859	167	4305	137	45	7	501	49	0	49	200	101	101	66.600
859	172	3597	167	-45	8	501	49	0	49	200	101	101	94.400
859	3	4167	17	45	9	503	49	0	49	200	101	101	84.400
859	321	4041	287	-45	10	500	50	0	49	201	100	100	62.200
859	273	3910	227	-45	11	500	50	0	49	200	101	100	48.800
871	359	4651	347	-45	0	501	49	0	51	199	101	99	86.600
871	275	3548	257	45	1	500	50	0	51	199	101	99	80.000
871	263	3086	317	-45	2	500	50	0	50	199	101	100	40.000
871	131	3921	77	45	3	502	49	0	51	199	101	100	40.000
871	344	2916	47	45	4	500	51	0	49	200	100	100	30.000
871	205	3249	197	45	5	501	50	0	50	200	100	100	91.100
871	111	2555	107	-45	6	500	51	0	49	200	100	100	95.500
871	106	2803	137	45	7	501	51	0	50	200	99	100	65.500
871	174	3374	167	-45	8	501	49	0	51	200	100	100	92.200
871	22	4021	17	45	9	500	51	0	50	200	99	100	94.400
871	299	3151	287	-45	10	501	49	0	49	200	101	100	86.600
871	241	3706	227	-45	11	501	50	0	50	200	100	100	84.400
875	344	5070	347	-45	0	491	63	0	54	203	93	103	96.600
875	274	4482	257	45	1	505	50	0	50	203	90	106	81.100
875	327	3614	317	-45	2	514	50	0	50	203	91	106	88.800
875	100	3688	77	45	3	514	50	0	50	203	90	107	74.400
875	36	5893	47	45	4	492	62	0	50	203	94	107	87.700
875	232	3004	197	45	5	492	62	0	46	204	94	93	61.100
875	89	3025	107	-45	6	489	63	0	50	203	94	90	80.000
875	156	5781	137	45	7	495	62	0	50	203	94	91	78.800
875	211	3641	167	-45	8	533	50	0	51	203	90	106	51.100
875	1	5691	17	45	9	490	110	0	50	203	62	107	82.200
875	284	4502	287	-45	10	501	49	1	50	203	90	75	96.600
875	240	3298	227	-45	11	508	51	0	49	204	89	107	85.500
877	344	2134	347	-45	0	502	51	0	49	200	99	101	96.600
877	275	2397	257	45	1	500	50	0	37	213	101	100	80.000
877	325	2210	317	-45	2	501	49	0	50	201	100	99	91.100
877	131	2084	77	45	3	501	51	0	48	202	99	101	40.000
877	68	2377	47	45	4	506	49	0	49	202	99	99	76.600
877	220	2391	197	45	5	500	50	0	43	207	101	100	74.400
877	134	3649	107	-45	6	500	50	0	50	201	100	99	70.000
877	159	2279	137	45	7	500	50	0	49	201	100	101	75.500
877	179	2056	167	-45	8	501	50	0	50	201	99	100	86.600
877	20	2017	17	45	9	500	51	0	50	200	99	101	96.600
877	279	2446	287	-45	10	523	42	0	48	202	86	102	91.100
877	230	2093	227	-45	11	502	50	0	49	201	98	101	96.600
