userID	responseGiven	responseCharacter	stimType	trialNum	responseTime	stimulus_duration	mask_duration	blank_duration	feedback_duration	numFacesSeen	jitter	adaptation_duration	accuracyScore
23	68	D	1	0	1186	201	0	49	1015	242	2	120000	0.000
23	68	D	0	1	979	199	0	51	1219	242	2	120000	1.000
23	83	S	1	2	902	199	0	50	1298	242	2	120000	1.000
23	83	S	1	3	761	200	0	51	1438	242	2	120000	1.000
23	83	S	1	4	719	201	0	50	1482	242	2	120000	1.000
23	83	S	1	5	739	199	0	51	1460	242	2	120000	1.000
23	83	S	1	6	615	200	0	51	1585	242	2	120000	1.000
23	68	D	0	7	858	200	0	50	1342	242	2	120000	1.000
23	83	S	1	8	687	202	0	49	1514	242	2	120000	1.000
23	83	S	1	9	706	200	0	51	1493	242	2	120000	1.000
23	83	S	1	10	662	200	0	51	1537	242	2	120000	1.000
23	68	D	0	11	937	199	0	51	1261	242	2	120000	1.000
23	68	D	0	12	1008	202	0	49	1193	242	2	120000	1.000
23	83	S	1	13	628	199	0	51	1571	242	2	120000	1.000
23	83	S	1	14	614	200	0	50	1585	242	2	120000	1.000
23	68	D	0	15	843	200	0	50	1345	242	2	120000	1.000
23	83	S	1	16	638	201	0	49	1563	242	2	120000	1.000
23	68	D	0	17	962	201	0	51	1238	242	2	120000	1.000
23	68	D	0	18	980	199	0	51	1218	242	2	120000	1.000
23	83	S	1	19	632	201	0	50	1568	242	2	120000	1.000
23	NULL	NULL	0	20	2250	196	0	50	NULL	239	4	120010	0.000
23	83	S	0	21	2452	199	0	50	7009	239	4	120010	0.000
23	83	S	0	22	535	198	0	50	1663	239	4	120010	0.000
23	83	S	0	23	554	198	0	50	1644	239	4	120010	0.000
23	83	S	0	24	795	197	0	50	1403	239	4	120010	0.000
23	83	S	0	25	639	201	0	50	1560	239	4	120010	0.000
23	68	D	0	26	722	199	0	51	1476	239	4	120010	1.000
23	83	S	1	27	802	199	0	51	1396	239	4	120010	1.000
23	83	S	0	28	868	198	0	50	1330	239	4	120010	0.000
23	68	D	1	29	810	202	0	49	1391	239	4	120010	0.000
23	68	D	0	30	697	198	0	50	1502	239	4	120010	1.000
