userID	responseGiven	reactionTime	correctResp	primeShift	trialNum	blank0_duration	prime_duration	blank1_duration	target_duration	blank2_duration	mask_duration	blank3_duration	accuracyScore
987	216	4397	203	-45	0	501	5000	1	49	100	99	101	85.500
987	295	7797	263	-45	1	501	4999	0	49	100	101	101	64.400
987	9	3947	353	45	2	500	5002	0	51	100	98	100	82.200
987	332	4060	323	45	3	501	4999	0	50	99	101	102	90.000
987	159	5441	143	45	4	501	4999	0	49	100	101	101	82.200
987	348	6109	293	45	5	502	5000	0	49	100	100	101	38.800
987	100	5910	83	45	6	500	5000	0	49	100	101	101	81.100
987	61	4185	53	-45	7	500	5001	0	51	99	100	100	91.100
987	93	5305	113	45	8	501	4999	0	49	101	101	101	77.700
987	29	4373	23	-45	9	501	5000	0	49	100	100	101	93.300
987	197	5360	173	-45	10	501	4999	0	50	99	101	101	73.300
987	264	3280	233	-45	11	500	5000	0	51	99	101	100	65.500
990	216	2651	203	-45	0	501	4999	0	50	98	102	102	85.500
990	283	2155	263	-45	1	502	5001	0	49	101	99	100	77.700
990	344	3700	353	45	2	500	5000	0	50	98	102	102	90.000
990	343	4290	323	45	3	501	5000	0	49	100	101	101	77.700
990	178	2739	143	45	4	501	4999	0	49	101	101	100	61.100
990	293	2570	293	45	5	501	5000	0	50	101	100	99	100.000
990	123	2801	83	45	6	501	4999	0	49	99	102	102	55.500
990	56	3301	53	-45	7	501	4993	0	50	100	99	101	96.600
990	104	2994	113	45	8	501	5001	0	50	100	99	101	90.000
990	227	4057	23	-45	9	502	5000	0	50	101	99	99	-73.400
990	155	2898	173	-45	10	500	5000	0	49	99	102	102	80.000
990	250	2809	233	-45	11	501	5000	0	50	99	101	101	81.100
996	214	3136	203	-45	0	501	5000	0	50	101	99	99	87.700
996	226	3776	263	-45	1	500	5000	0	50	100	102	99	58.800
996	55	2649	353	45	2	500	5000	0	50	99	101	101	31.100
996	12	3001	323	45	3	500	5000	1	49	101	99	101	45.500
996	121	2922	143	45	4	501	4999	4	50	100	98	100	75.500
996	313	2381	293	45	5	501	5000	0	50	101	99	99	77.700
996	132	2294	83	45	6	500	5001	0	50	100	100	100	45.500
996	50	2820	53	-45	7	500	5000	0	50	99	101	101	96.600
996	131	2354	113	45	8	501	4999	0	49	100	101	101	80.000
996	356	5312	23	-45	9	500	5001	0	50	101	99	99	70.000
996	155	2412	173	-45	10	502	4998	0	50	99	101	101	80.000
996	192	2526	233	-45	11	500	5000	0	50	99	101	101	54.400
1004	210	4570	203	-45	0	499	4998	0	64	93	108	90	92.200
1004	226	5088	263	-45	1	494	5001	1	61	100	110	90	58.800
1004	309	5366	353	45	2	502	5003	0	60	98	106	90	51.100
1004	346	5013	323	45	3	506	4993	1	40	103	108	111	74.400
1004	136	5427	143	45	4	491	5012	1	68	92	98	86	92.200
1004	302	5130	293	45	5	497	5010	0	59	102	100	86	90.000
1004	95	5573	83	45	6	506	4999	1	63	106	101	81	86.600
1004	66	4064	53	-45	7	510	4993	0	59	106	108	84	85.500
1004	107	4823	113	45	8	503	4997	0	70	90	108	97	93.300
1004	356	4589	23	-45	9	500	5000	0	59	101	103	90	70.000
1004	158	3865	173	-45	10	487	5004	0	60	101	109	86	83.300
1004	247	3629	233	-45	11	504	5000	0	60	100	105	87	84.400
1005	143	4670	203	-45	0	500	5001	0	49	100	100	101	33.300
1005	250	7638	263	-45	1	501	5000	0	49	100	101	101	85.500
1005	336	6144	353	45	2	501	5000	0	50	100	100	100	81.100
1005	277	4896	323	45	3	500	5000	0	50	100	101	100	48.800
1005	127	4816	143	45	4	500	5000	0	50	100	101	100	82.200
1005	314	6641	293	45	5	500	5001	0	49	100	100	101	76.600
1005	126	5163	83	45	6	501	5000	0	50	100	100	100	52.200
1005	320	4797	53	-45	7	501	5000	0	49	100	100	101	-3.400
1005	183	4822	113	45	8	501	4999	0	50	100	101	100	22.200
1005	346	4435	23	-45	9	501	5000	0	50	100	99	100	58.800
1005	94	6659	173	-45	10	501	4999	0	49	100	101	101	12.200
1005	233	7281	233	-45	11	502	5000	0	50	100	100	100	100.000
