userID	responseGiven	reactionTime	correctResp	primeShift	trialNum	blank0_duration	prime_duration	blank1_duration	target_duration	blank2_duration	mask_duration	blank3_duration	accuracyScore
890	167	2687	193	-45	0	487	112	1	63	789	98	100	71.100
890	142	2463	133	-45	1	497	113	0	60	792	99	96	90.000
890	357	4144	343	45	2	496	109	0	63	790	98	97	84.400
890	324	2953	313	-45	3	502	105	1	62	796	93	98	87.700
890	15	2959	13	45	4	501	114	0	64	795	90	97	97.700
890	98	2541	103	45	5	499	115	1	63	788	98	141	94.400
890	151	3009	163	-45	6	500	109	1	61	794	97	98	86.600
890	67	3506	73	-45	7	489	109	0	52	807	96	99	93.300
890	202	2748	223	-45	8	496	104	0	52	808	93	98	76.600
890	297	2883	283	45	9	500	112	0	65	795	92	91	84.400
890	275	2324	253	45	10	497	108	1	64	797	94	96	75.500
890	57	3373	43	45	11	501	108	0	62	787	100	99	84.400
894	191	3928	193	-45	0	492	109	1	63	796	93	94	97.700
894	133	2312	133	-45	1	470	112	0	62	796	91	101	100.000
894	342	2324	343	45	2	490	110	1	55	812	92	86	98.800
894	287	2621	313	-45	3	492	110	0	63	797	92	93	71.100
894	25	4132	13	45	4	493	110	0	63	797	93	100	86.600
894	98	2732	103	45	5	503	109	1	62	797	93	94	94.400
894	211	2910	163	-45	6	506	94	0	56	812	94	85	46.600
894	53	2884	73	-45	7	501	109	1	56	812	93	85	77.700
894	200	2316	223	-45	8	498	122	0	63	797	93	94	74.400
894	327	3268	283	45	9	488	116	0	62	799	99	94	51.100
894	256	3049	253	45	10	488	109	1	62	797	93	94	96.600
894	38	3905	43	45	11	489	109	0	55	813	94	85	94.400
896	212	2195	193	-45	0	500	101	0	51	799	100	99	78.800
896	141	2013	133	-45	1	501	100	0	49	802	99	100	91.100
896	5	2101	343	45	2	502	100	0	51	799	100	100	75.500
896	284	2510	313	-45	3	500	101	0	51	799	100	100	67.700
897	286	4695	193	-45	0	500	101	0	51	799	100	99	-3.400
896	347	2597	13	45	4	501	100	0	51	799	100	100	71.100
896	79	2686	103	45	5	500	101	0	51	800	99	99	73.300
897	5	3791	133	-45	1	501	100	0	49	801	99	100	-42.300
