userID	responseGiven	reactionTime	correctResp	primeShift	trialNum	blank0_duration	prime_duration	blank1_duration	target_duration	blank2_duration	mask_duration	blank3_duration	accuracyScore
890	316	2615	336	45	0	526	216	1	109	375	78	98	77.700
890	191	5127	216	45	1	490	200	0	101	400	111	97	72.200
890	134	2505	156	45	2	499	199	1	100	399	101	100	75.500
890	51	4207	66	45	3	501	196	0	100	397	107	99	83.300
890	278	2765	276	-45	4	496	205	0	97	402	105	95	97.700
890	236	5540	246	-45	5	499	198	1	100	402	106	95	88.800
890	35	3526	6	45	6	492	208	1	98	401	100	168	67.700
890	96	4399	126	-45	7	496	213	1	101	399	99	100	66.600
890	303	3149	306	-45	8	500	211	0	108	389	101	102	96.600
890	58	4657	36	-45	9	507	197	0	110	391	107	98	75.500
890	91	3748	96	45	10	500	211	0	104	396	102	94	94.400
890	150	5612	186	-45	11	500	210	0	109	389	101	101	60.000
894	318	3464	336	45	0	507	202	1	100	402	101	97	80.000
894	191	3310	216	45	1	510	196	1	110	390	106	97	72.200
894	124	2366	156	45	2	499	195	1	106	395	108	93	64.400
894	61	3549	66	45	3	513	207	0	101	399	107	95	94.400
894	260	4325	276	-45	4	480	200	0	109	391	109	94	82.200
894	248	4374	246	-45	5	495	199	1	109	392	106	99	97.700
894	350	3036	6	45	6	499	205	0	98	401	105	98	82.200
894	86	3772	126	-45	7	493	211	0	115	407	100	89	55.500
894	321	3321	306	-45	8	518	188	0	110	390	109	94	83.300
894	34	3553	36	-45	9	503	201	0	109	391	109	94	97.700
894	115	3499	96	45	10	498	203	0	102	398	107	102	78.800
894	184	3715	186	-45	11	507	199	0	109	406	109	94	97.700
896	301	3399	336	45	0	501	199	0	101	399	101	99	61.100
896	225	4653	216	45	1	501	200	3	101	400	98	99	90.000
896	140	3449	156	45	2	502	199	0	100	400	101	99	82.200
896	45	3722	66	45	3	501	200	0	101	399	100	99	76.600
896	296	4256	276	-45	4	500	200	0	100	400	100	100	77.700
896	224	3286	246	-45	5	501	199	0	101	399	101	99	75.500
896	265	4663	6	45	6	501	200	0	101	399	100	99	-12.300
896	146	4087	126	-45	7	500	200	0	100	400	100	100	77.700
896	344	4174	306	-45	8	500	200	0	101	399	101	99	57.700
896	42	5186	36	-45	9	501	199	0	114	399	101	86	93.300
896	10	2714	96	45	10	501	199	0	101	399	101	99	4.400
896	187	4194	186	-45	11	501	201	0	101	399	100	100	98.800
897	349	2297	336	45	0	501	200	0	99	400	100	100	85.500
897	105	2789	216	45	1	501	200	0	100	400	100	100	-23.400
897	195	3271	156	45	2	500	200	0	101	400	100	99	56.600
897	62	2549	66	45	3	502	201	0	100	400	98	100	95.500
897	284	2554	276	-45	4	500	201	0	99	401	99	102	91.100
897	269	3265	246	-45	5	501	200	0	99	401	100	102	74.400
897	11	3569	6	45	6	501	200	0	100	400	100	99	94.400
897	166	2958	126	-45	7	501	200	0	100	400	99	100	55.500
897	306	2880	306	-45	8	501	200	0	98	402	99	101	100.000
897	179	3746	36	-45	9	501	201	0	98	402	98	101	-58.900
897	115	2363	96	45	10	501	200	0	99	402	99	99	78.800
897	212	3103	186	-45	11	502	200	0	100	400	100	99	71.100
899	329	5595	336	45	0	500	200	0	101	399	101	99	92.200
899	304	7912	216	45	1	500	202	0	100	400	100	99	2.200
899	134	7936	156	45	2	501	199	0	101	399	101	100	75.500
899	148	7487	66	45	3	500	200	0	101	399	101	99	8.800
899	292	4529	276	-45	4	501	199	0	100	400	101	99	82.200
899	266	5117	246	-45	5	501	200	0	101	399	100	100	77.700
