160,129,73
161,129,73
162,129,73
163,128,73
165,128,73
166,128,73
167,127,73
168,127,73
170,126,73
171,126,74
172,126,74
173,125,74
175,125,74
176,125,74
177,124,75
178,124,75
179,123,75
181,123,75
182,123,76
183,122,76
184,122,76
185,122,77
186,121,77
187,121,77
188,120,78
189,120,78
190,120,78
191,119,79
192,119,79
193,119,80
194,118,80
195,118,81
196,118,81
197,117,82
198,117,82
199,117,83
200,116,83
201,116,84
202,116,85
202,116,85
203,115,86
204,115,86
205,115,87
205,114,88
206,114,88
207,114,89
207,114,90
208,113,90
209,113,91
209,113,92
210,113,93
210,112,93
211,112,94
211,112,95
212,112,96
212,111,97
213,111,98
213,111,98
213,111,99
214,111,100
214,110,101
214,110,102
215,110,103
215,110,104
215,110,105
215,110,106
215,110,107
215,109,108
216,109,109
216,109,110
216,109,111
216,109,112
216,109,113
216,109,114
215,109,115
215,109,116
215,109,117
215,108,118
215,108,119
215,108,120
214,108,121
214,108,123
214,108,124
213,108,125
213,108,126
213,108,127
212,108,128
212,108,130
211,108,131
211,108,132
210,108,133
209,108,134
209,109,136
208,109,137
208,109,138
207,109,139
206,109,140
205,109,142
205,109,143
204,109,144
203,109,145
202,109,147
201,110,148
200,110,149
199,110,150
199,110,152
198,110,153
197,110,154
196,110,155
194,111,157
193,111,158
192,111,159
191,111,160
190,111,162
189,112,163
188,112,164
187,112,165
185,112,166
184,113,168
183,113,169
182,113,170
180,113,171
179,114,172
178,114,174
176,114,175
175,115,176
174,115,177
172,115,178
171,115,179
169,116,180
168,116,181
167,116,183
165,117,184
164,117,185
162,117,186
161,118,187
159,118,188
158,118,189
156,119,190
155,119,191
153,119,192
152,120,193
150,120,194
149,120,194
147,121,195
146,121,196
144,122,197
142,122,198
141,122,199
139,123,199
138,123,200
136,124,201
135,124,202
133,124,202
132,125,203
130,125,204
129,125,204
127,126,205
126,126,205
124,127,206
122,127,207
121,127,207
119,128,208
118,128,208
116,129,208
115,129,209
114,129,209
112,130,210
111,130,210
109,131,210
108,131,210
106,131,211
105,132,211
104,132,211
102,133,211
101,133,211
99,133,211
98,134,211
97,134,212
95,135,212
94,135,212
93,135,212
92,136,211
90,136,211
89,136,211
88,137,211
87,137,211
86,138,211
84,138,210
83,138,210
82,139,210
81,139,210
80,139,209
79,140,209
78,140,209
77,140,208
76,141,208
75,141,207
74,141,207
73,142,206
72,142,206
71,142,205
70,143,204
69,143,204
69,143,203
68,144,203
67,144,202
66,144,201
65,145,200
65,145,200
64,145,199
63,145,198
63,146,197
62,146,196
62,146,196
61,147,195
60,147,194
60,147,193
59,147,192
59,148,191
58,148,190
58,148,189
58,148,188
57,148,187
57,149,186
56,149,185
56,149,184
56,149,183
55,149,182
55,150,181
55,150,180
55,150,178
55,150,177
54,150,176
54,151,175
54,151,174
54,151,173
54,151,171
54,151,170
54,151,169
54,151,168
54,152,167
54,152,165
54,152,164
54,152,163
54,152,162
54,152,160
54,152,159
54,152,158
55,152,157
55,152,155
55,152,154
55,152,153
55,153,152
56,153,150
56,153,149
56,153,148
57,153,147
57,153,145
57,153,144
58,153,143
58,153,142
58,153,140
59,153,139
59,153,138
60,153,137
60,153,135
61,153,134
61,153,133
62,153,132
62,153,131
63,152,129
64,152,128
64,152,127
65,152,126
66,152,125
66,152,123
67,152,122
68,152,121
68,152,120
69,152,119
70,152,118
70,152,117
71,151,116
72,151,115
73,151,113
74,151,112
74,151,111
75,151,110
76,151,109
77,150,108
78,150,107
79,150,106
80,150,105
81,150,104
81,150,103
82,149,102
83,149,102
84,149,101
85,149,100
86,149,99
87,148,98
88,148,97
89,148,96
90,148,95
91,148,95
92,147,94
94,147,93
95,147,92
96,147,91
97,146,91
98,146,90
99,146,89
100,146,89
101,145,88
102,145,87
104,145,87
105,144,86
106,144,85
107,144,85
108,144,84
110,143,84
111,143,83
112,143,82
113,142,82
114,142,81
116,142,81
117,141,80
118,141,80
119,141,79
121,140,79
122,140,79
123,140,78
124,139,78
126,139,77
127,139,77
128,138,77
130,138,76
131,138,76
132,137,76
133,137,75
135,137,75
136,136,75
137,136,75
139,136,74
140,135,74
141,135,74
143,134,74
144,134,74
145,134,73
147,133,73
148,133,73
149,133,73
151,132,73
152,132,73
153,131,73
154,131,73
156,131,73
157,130,73
158,130,73
