123,91,30
125,90,30
126,90,30
128,89,31
129,89,31
131,89,31
132,88,31
134,88,31
135,87,31
137,87,31
138,86,31
140,86,32
141,85,32
143,85,32
144,84,32
146,84,32
147,83,33
149,83,33
150,83,33
151,82,33
153,82,34
154,81,34
156,81,34
157,80,35
158,80,35
160,79,35
161,79,36
162,79,36
164,78,37
165,78,37
166,77,38
167,77,38
169,76,39
170,76,39
171,76,40
172,75,40
173,75,41
175,74,41
176,74,42
177,74,42
178,73,43
179,73,44
180,73,44
181,72,45
182,72,46
183,71,46
184,71,47
185,71,48
185,70,48
186,70,49
187,70,50
188,70,51
189,69,52
189,69,52
190,69,53
191,68,54
191,68,55
192,68,56
192,68,57
193,67,58
193,67,59
194,67,60
194,67,61
195,66,62
195,66,63
195,66,64
195,66,65
196,66,66
196,66,67
196,65,68
196,65,69
196,65,70
196,65,71
196,65,73
196,65,74
196,65,75
196,65,76
196,64,77
196,64,79
195,64,80
195,64,81
195,64,83
195,64,84
194,64,85
194,64,87
193,64,88
193,64,89
192,64,91
192,64,92
191,64,94
190,64,95
190,64,96
189,64,98
188,65,99
187,65,101
187,65,102
186,65,104
185,65,105
184,65,107
183,65,108
182,65,110
181,66,111
180,66,113
178,66,114
177,66,116
176,66,118
175,66,119
174,67,121
172,67,122
171,67,124
170,67,125
168,68,127
167,68,129
165,68,130
164,68,132
162,69,133
161,69,135
159,69,136
158,70,138
156,70,140
154,70,141
153,71,143
151,71,144
149,71,146
148,72,147
146,72,149
144,72,150
142,73,152
140,73,153
139,74,155
137,74,156
135,74,158
133,75,159
131,75,161
129,76,162
127,76,164
126,77,165
124,77,166
122,77,168
120,78,169
118,78,170
116,79,172
114,79,173
112,80,174
110,80,175
108,81,176
106,81,178
104,82,179
102,82,180
100,82,181
98,83,182
96,83,183
94,84,184
92,84,185
90,85,186
88,85,187
86,86,188
84,86,189
82,87,189
81,87,190
79,88,191
77,88,192
75,89,192
73,89,193
71,90,193
69,90,194
68,91,195
66,91,195
64,92,196
62,92,196
60,93,196
59,93,197
57,94,197
55,94,197
54,95,197
52,95,198
50,96,198
49,96,198
47,97,198
45,97,198
44,97,198
42,98,198
41,98,198
39,99,198
38,99,198
37,100,197
35,100,197
34,101,197
32,101,197
31,101,196
30,102,196
29,102,195
27,103,195
26,103,194
25,104,194
24,104,193
23,104,193
22,105,192
21,105,191
20,105,191
19,106,190
18,106,189
17,107,188
16,107,187
15,107,186
14,108,186
13,108,185
12,108,184
12,109,183
11,109,182
10,109,180
9,110,179
9,110,178
8,110,177
8,110,176
7,111,175
7,111,173
6,111,172
6,112,171
5,112,170
5,112,168
4,112,167
4,113,166
4,113,164
3,113,163
3,113,161
3,114,160
3,114,158
2,114,157
2,114,156
2,114,154
2,115,153
2,115,151
2,115,150
2,115,148
2,115,146
2,115,145
2,116,143
2,116,142
2,116,140
2,116,139
2,116,137
2,116,135
2,116,134
2,116,132
3,117,131
3,117,129
3,117,127
3,117,126
4,117,124
4,117,123
4,117,121
5,117,119
5,117,118
5,117,116
6,117,115
6,117,113
7,117,111
7,117,110
8,117,108
8,117,107
9,117,105
9,117,104
10,117,102
10,117,101
11,117,99
12,117,98
12,117,96
13,117,95
13,117,93
14,117,92
15,117,91
16,117,89
16,117,88
17,117,86
18,117,85
18,117,84
19,116,82
20,116,81
21,116,80
22,116,78
22,116,77
23,116,76
24,116,75
25,116,73
26,116,72
27,115,71
28,115,70
29,115,69
30,115,67
31,115,66
32,115,65
32,114,64
33,114,63
34,114,62
36,114,61
37,114,60
38,113,59
39,113,58
40,113,57
41,113,56
42,112,55
43,112,54
44,112,53
45,112,52
46,112,52
47,111,51
49,111,50
50,111,49
51,110,48
52,110,48
53,110,47
55,110,46
56,109,45
57,109,45
58,109,44
60,108,43
61,108,43
62,108,42
63,107,42
65,107,41
66,107,40
67,106,40
69,106,39
70,106,39
71,105,38
73,105,38
74,105,37
75,104,37
77,104,36
78,104,36
80,103,36
81,103,35
83,102,35
84,102,35
85,102,34
87,101,34
88,101,34
90,100,33
91,100,33
93,100,33
94,99,32
96,99,32
97,98,32
99,98,32
100,98,32
102,97,31
103,97,31
105,96,31
106,96,31
108,95,31
109,95,31
111,94,31
112,94,31
114,94,30
115,93,30
117,93,30
118,92,30
120,92,30
121,91,30
