-10,49
-10,-166
10,-64
-10,153
-10,-156
10,-22
-10,-163
-10,-135
10,-9
-10,-23
10,24
10,174
10,1
10,38
10,36
10,-23
10,-117
10,-90
-10,-71
10,-111
-10,70
-10,-109
10,76
10,37
10,64
10,13
-10,-109
-10,21
-10,53
10,96
-10,1
-10,172
10,142
-10,91
10,-46
-10,9
-10,126
-10,-105
10,-150
-10,49
-10,39
10,-3
-10,95
10,53
-10,-22
-10,-21
-10,130
10,43
-10,-140
10,-14
10,-167
10,47
-10,-123
10,106
-10,3
-10,-111
10,-156
-10,171
10,30
10,-144
10,141
-10,-120
10,-115
-10,-49
-10,-148
10,17
10,-104
10,60
10,-44
-10,-142
10,-20
10,82
-10,34
-10,107
-10,178
10,-178
10,131
10,139
-10,-46
-10,179
10,-180
10,56
-10,-9
-10,-17
-10,-27
-10,-165
10,40
10,-88
10,77
10,142
10,-2
10,60
10,-138
10,24
-10,170
10,-158
-10,-33
10,151
-10,76
10,-23
10,145
10,-129
-10,44
10,-91
-10,-57
-10,-119
10,-145
10,-151
10,126
-10,38
-10,94
10,40
10,-16
10,-2
10,22
10,17
10,-19
10,-149
10,82
10,-129
