"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.completioncode","Answer.feedback1","Answer.feedback2","Answer.feedback3","Approve","Reject"
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","30OG32W0SUBIN2RORU73H8FA4UGNES","A9UBPUEWAMA06","Submitted","Wed Jul 30 12:32:45 GMT 2014","Wed Jul 30 14:00:25 GMT 2014","Thu Aug 07 07:00:25 PDT 2014","","","","5260","0% (0/0)","0% (0/0)","0% (0/0)","1305605748","Good experiment","Nothing","Please provide short experiments."
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","3137ONMDKG5CDAA24QU8RO6D3J5EGO","A1TJE3IG2C77IC","Submitted","Wed Jul 30 13:57:46 GMT 2014","Wed Jul 30 14:00:45 GMT 2014","Thu Aug 07 07:00:45 PDT 2014","","","","179","100% (3/3)","100% (3/3)","100% (3/3)","","it needs more attention but really i enjoyed working but little tough for me","yes it was really hard to find the faces","mo money,mo problems , nothing wrong but little difficult"
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","3180JW2OT4CM8T7A1VM8K7SGIHU5JN","A30JJ6BYT6ZAOO","Submitted","Wed Jul 30 04:39:34 GMT 2014","Wed Jul 30 06:18:42 GMT 2014","Wed Aug 06 23:18:42 PDT 2014","","","","5948","0% (0/0)","0% (0/0)","0% (0/0)","1332691958","It is interesting but trying.","where the time is short and the images flash through very fast.","20 trials at a time may be good."
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","338JKRMM26ZNNTO18RA4G5SNX3XHA6","A1JF9ZNXWK5QZU","Submitted","Wed Jul 30 07:45:37 GMT 2014","Wed Jul 30 08:55:44 GMT 2014","Thu Aug 07 01:55:44 PDT 2014","","","","4207","0% (0/0)","0% (0/0)","0% (0/0)","1262641058","happy.","no","no"
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","33IZTU6J811O9FAAUVEH4RAN7Y4SXL","A1AYVATMT88U1W","Submitted","Wed Jul 30 00:19:35 GMT 2014","Wed Jul 30 01:09:53 GMT 2014","Wed Aug 06 18:09:53 PDT 2014","","","","3018","0% (0/0)","0% (0/0)","0% (0/0)","1092241667","It is too straining for the workers. Moreover, some errors and slow loading make life miserable","Mnay of the tasks are hard","Many parts of the experiment load very slow. You should make them faster"
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","34S6N1K2ZVJ4JCF55IZUPJ8YRFKLHG","A2OF0GTKWKM2T5","Submitted","Wed Jul 30 02:37:38 GMT 2014","Wed Jul 30 04:07:18 GMT 2014","Wed Aug 06 21:07:18 PDT 2014","","","","5380","0% (0/0)","0% (0/0)","0% (0/0)","1340885837","Very Good","no","no"
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","354GIDR5ZB6GBGKNIH6QL7HT20J00W","A1M76ECKJQD1NB","Submitted","Wed Jul 30 08:13:44 GMT 2014","Wed Jul 30 09:29:23 GMT 2014","Thu Aug 07 02:29:23 PDT 2014","","","","4539","0% (0/0)","0% (0/0)","0% (0/0)","1022375147","I just earned 1.53$ with an avg. score of 66.43% by spending 1.5 hrs.","Yes the faces part were hard than those of boxes.","You should use Worker's ID instead of your code for cross checking."
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","374TNBHA8BV1W4L77NBES52VRHRYQO","A13S7M2Z6N4KPW","Submitted","Wed Jul 30 05:58:15 GMT 2014","Wed Jul 30 07:12:46 GMT 2014","Thu Aug 07 00:12:46 PDT 2014","","","","4471","0% (0/0)","0% (0/0)","0% (0/0)","1234598570","Too long.","I found it monotonous and hard. I had to give up as I don't know how to stop the experiment.","Please divide it into 6 surveys of 6 experiments each. Make a batch numbered 1, 2, 3 ... if you like. It will be meaningful to complete in that way."
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","37ZHEEHM6WMQAJJ4M39I2KPNDR873Z","A3HEFMJ50IMTY6","Submitted","Wed Jul 30 15:32:30 GMT 2014","Wed Jul 30 17:12:28 GMT 2014","Thu Aug 07 10:12:28 PDT 2014","","","","5998","100% (1/1)","100% (1/1)","100% (1/1)","1406302184","very interest","no","no"
"3GKAWYFRAPTBBXR8LC4ARV61VB3PD1","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Tue Jul 29 23:58:12 GMT 2014","30","BatchId:1621794;","10800","691200","Tue Aug 05 23:58:12 GMT 2014","","","39K0FND3AHF9F7PCZOQH8A0JEP0MAO","A20NDRGSZZRQF","Submitted","Wed Jul 30 11:04:34 GMT 2014","Wed Jul 30 11:20:16 GMT 2014","Thu Aug 07 04:20:16 PDT 2014","","","","942","0% (0/0)","0% (0/0)","0% (0/0)","1044990582t","new different","at first i did never done this befor","no ty"
