"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.completioncode","Answer.feedback1","Answer.feedback2","Answer.feedback3","Approve","Reject"
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","31N2WW6R9RQ3PCYA4M7UQC24BB7F3J","A1IU5OP7BBZHZ7","Submitted","Tue Jul 29 01:28:01 GMT 2014","Tue Jul 29 02:58:57 GMT 2014","Tue Aug 05 19:58:57 PDT 2014","","","","5456","100% (4/4)","100% (3/3)","100% (2/2)","1262588424","very tough","some image stills not even a second",""
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","32KTQ2V7RDFVAOF77ICHCFPZ857M9U","AAKFUMPLS0U6N","Submitted","Tue Jul 29 05:42:26 GMT 2014","Tue Jul 29 07:10:18 GMT 2014","Wed Aug 06 00:10:18 PDT 2014","","","","5272","100% (1/1)","100% (1/1)","100% (1/1)","1091220741","very interesting experiment","remembering and identifying the faces is very difficult","none"
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","34S6N1K2ZVJ4JCF55IZUPJ8YRDMHLA","A15Y73E3GBTRU9","Submitted","Tue Jul 29 04:27:04 GMT 2014","Tue Jul 29 05:01:59 GMT 2014","Tue Aug 05 22:01:59 PDT 2014","","","","2095","100% (1/1)","100% (1/1)","100% (1/1)","1047682504","very interesting","no","no"
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","3634BBTX0OUIFFGTPPEHUI4TUUIIF2","A1TJE3IG2C77IC","Submitted","Tue Jul 29 06:00:34 GMT 2014","Tue Jul 29 06:07:19 GMT 2014","Tue Aug 05 23:07:19 PDT 2014","","","","405","100% (1/1)","100% (1/1)","100% (1/1)","1385181559","it needs more attention but really i enjoyed working but little tough for me","yes it was really hard to find the faces","mo money,mo problems , nothing wrong but little difficult"
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","3B1NLC6UGZWGA1ZSD4AJL05HHNEGPC","A2669ZEHAN1ZA7","Submitted","Tue Jul 29 06:06:39 GMT 2014","Tue Jul 29 06:57:44 GMT 2014","Tue Aug 05 23:57:44 PDT 2014","","","","3065","0% (0/0)","0% (0/0)","0% (0/0)","1145296102","nice task task was little difficult challengeable and enjoyable task","little hard in selecting correct figure","nothing"
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","3C5W7UE9CFQLBKX5AYIVSIBHF7FMXS","A15B9VEG75OAPW","Submitted","Tue Jul 29 00:11:48 GMT 2014","Tue Jul 29 00:31:41 GMT 2014","Tue Aug 05 17:31:41 PDT 2014","","","","1193","0% (0/0)","0% (0/0)","0% (0/0)","1343059480","It was nice","No","No"
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","3D4CH1LGEATVIEJLWFEMZA52CIKG93","A3165J0Q9064IT","Submitted","Tue Jul 29 02:12:32 GMT 2014","Tue Jul 29 03:49:32 GMT 2014","Tue Aug 05 20:49:32 PDT 2014","","","","5820","0% (0/0)","0% (0/0)","0% (0/0)","1260070753","Definitely a brain workout.","The faces were the most difficult. But when having to focus on the second photo, both color and face-wise, that was harder.","Maybe, when having the first/second photo, have a part where the second photo stays for a longer period of time as well. It was a great and fun experiment, it really made me work hard and think hard. I enjoyed it a lot."
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","3DIP6YHAPCSXKV4KLSIKZBPFFXZE89","A268GX9RRZDCKH","Submitted","Tue Jul 29 06:10:29 GMT 2014","Tue Jul 29 06:19:04 GMT 2014","Tue Aug 05 23:19:04 PDT 2014","","","","515","0% (0/0)","0% (0/0)","0% (0/0)","1031109782","I was not able to go further","I got the code. But I didn't take the test.",""
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","3FTOP5WARFONDML94PGW3CWP16Z0J7","A4H1NYJVE7C53","Submitted","Tue Jul 29 00:06:21 GMT 2014","Tue Jul 29 02:30:45 GMT 2014","Tue Aug 05 19:30:45 PDT 2014","","","","8664","0% (0/0)","0% (0/0)","0% (0/0)","1067012936","very challenging","no",""
"3SMIWMMK615NC8ZVJT8UTPILA5GUWK","3GUTVN2B1HHAR42DRMVYY2WUW9LUYT","UPenn Visual Perception and Memory Study (Please accept the HIT before beginning the experiment)","Get up to $6.60, depending on your accuracy! This HIT takes about 60 minutes to complete. Each of the 36 sections pay up to 0.10 and takes 2 minutes to complete. If you maintain good accuracy and reach the end of the experiment we will double your payment","memory, vision, UPenn, study, perception, experiment, face, color, test, task,","$0.10","Mon Jul 28 23:49:39 GMT 2014","20","BatchId:1620487;","10800","691200","Mon Aug 04 23:49:39 GMT 2014","","","3GA6AFUKOOON38PGZCVUTXEHRRVH3W","A3NEAC780MRHAN","Submitted","Tue Jul 29 04:21:15 GMT 2014","Tue Jul 29 05:55:16 GMT 2014","Tue Aug 05 22:55:16 PDT 2014","","","","5641","0% (0/0)","0% (0/0)","0% (0/0)","1372097866","","very hard","percentage level should be decreased"
